award_id,title,authors,year,cleaned_title,extracted_date,date_format,match_status,match_ratio,search_method,matched_title,openalex_work_id,publication_title,publication_year,publication_date,doi,type,language,cited_by_count,is_retracted,metadata_source,authors_count,journal,issn,publisher,volume,issue,pages,oa_status,is_oa,oa_url,best_oa_landing_page_url,best_oa_pdf_url,best_oa_license,best_oa_version,has_any_target_funder,matched_target_funders,matched_target_funder_names,target_funder_match_count,has_target_funder,funding_info,funding_count,award_id_match,award_id_match_type,award_id_match_score,matched_grant_award_id,matched_grant_funder,topics,abstract,matched_authors,matched_authors_count,matched_authors_list,year_match,year_difference
BB/S008039/1,An ultra-conserved poison exon in the Tra2b gene encoding a splicing activator is essential for male fertility and meiotic cell division,Caroline Dalgliesh; Saad Aldalaqan; Christian Atallah; Andrew Best; Emma Scott; Ingrid Ehrmann; George Merces; Jonathan Mannion; Barbora Badurova; Raveen Sandher; Ylva Illing; Brunhilde Wirth; Sara Wells; Gemma Codner; Lydia Teboul; Graham R. Smith; A J Hedley; Mary Herbert; Dirk G. de Rooij; Colin G. Miles; Louise N. Reynard; David J. Elliott,2025,an ultra conserved poison exon in the tra2b gene encoding a splicing activator is essential for male fertility and meiotic cell division,,,matched,100,cleaned_title,An ultra-conserved poison exon in the Tra2b gene encoding a splicing activator is essential for male fertility and meiotic cell division,https://openalex.org/W4406001334,An ultra-conserved poison exon in the Tra2b gene encoding a splicing activator is essential for male fertility and meiotic cell division,2025,2025-01-02,https://doi.org/10.1038/s44318-024-00344-6,article,en,1,False,openalex,22,The EMBO Journal,0261-4189,Springer Nature,,,,diamond,True,https://doi.org/10.1038/s44318-024-00344-6,https://doi.org/10.1038/s44318-024-00344-6,,cc-by,publishedVersion,True,https://openalex.org/F4320334629; https://openalex.org/F4320334626,Biotechnology and Biological Sciences Research Council; Medical Research Council,2,True,King Fahad Medical City; Medical Research Council: MC_UP_2201/2; Biotechnology and Biological Sciences Research Council: BB/W002019/1; Biotechnology and Biological Sciences Research Council: BB/S008039/1; Biotechnology and Biological Sciences Research Council: BB/I006923/1,5,True,exact,100,BB/S008039/1,Biotechnology and Biological Sciences Research Council,RNA Research and Splicing; RNA modifications and cancer; Genomics and Chromatin Dynamics,"The cellular concentrations of splicing factors (SFs) are critical for controlling alternative splicing. Most serine and arginine-enriched (SR) protein SFs regulate their own concentration via a homeostatic feedback mechanism that involves regulation of inclusion of non-coding 'poison exons' (PEs) that target transcripts for nonsense-mediated decay. The importance of SR protein PE splicing during animal development is largely unknown despite PE ultra-conservation across animal genomes. To address this, we used mouse genetics to disrupt an ultra-conserved PE in the Tra2b gene encoding the SR protein Tra2β. Focussing on germ cell development, we found that Tra2b PE deletion causes azoospermia due to catastrophic cell death during meiotic prophase. Failure to proceed through meiosis was associated with increased Tra2b expression sufficient to drive aberrant Tra2β protein hyper-responsive splice patterns. Although critical for meiotic prophase, Tra2b PE deletion spared earlier mitotically active germ cells, even though these still required Tra2b gene function. Our data indicate that PE splicing control prevents the accumulation of toxic levels of Tra2β protein that are incompatible with meiotic prophase. This unexpected connection with male fertility helps explain Tra2b PE ultra-conservation and indicates the importance of evaluating PE function in animal models.",False,0,,True,0
EP/N00762X/1,High-speed silicon Michelson interferometer modulator and streamlined IMDD PAM-4 transmission of Mach-Zehnder modulators for the 2 µm wavelength band.,Wei Cao; Shenghao Liu; Callum G. Littlejohns; David J. Thomson; Miloš Nedeljković; Weiwei Zhang; Ke Li; Mehdi Banakar; Ying Tran; Xingzhao Yan; Han Du; Zhengqi Ren; Frédéric Y. Gardes; Graham T. Reed; Goran Z. Mashanovich,2021,high speed silicon michelson interferometer modulator and streamlined imdd pam 4 transmission of mach zehnder modulators for the 2 um wavelength band,,,matched,99,truncated_title,High-speed silicon Michelson interferometer modulator and streamlined IMDD PAM-4 transmission of Mach-Zehnder modulators for the 2 μm wavelength band,https://openalex.org/W3157916115,High-speed silicon Michelson interferometer modulator and streamlined IMDD PAM-4 transmission of Mach-Zehnder modulators for the 2 μm wavelength band,2021,2021-03-17,https://doi.org/10.1364/oe.418285,article,en,11,False,openalex,15,Optics Express,1094-4087,Optica Publishing Group,,,,gold,True,https://doi.org/10.1364/oe.418285,https://doi.org/10.1364/oe.418285,,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Royal Academy of Engineering: RF201617/16/33; Royal Society: UF150325; Engineering and Physical Sciences Research Council: EP/L021129/1; Engineering and Physical Sciences Research Council: EP/N00762X/1; Engineering and Physical Sciences Research Council: EP/R003076/1,5,True,exact,100,EP/N00762X/1,Engineering and Physical Sciences Research Council,Optical Network Technologies; Photonic and Optical Devices; Advanced Photonic Communication Systems,We demonstrate high-speed silicon modulators optimized for operating at the wavelength of 2 μm. The Mach-Zehnder interferometer (MZI) carrier-depletion modulator with 2 mm phase shifter has a single-arm modulation efficiency (V π ·L π ) of 2.89 V·cm at 4 V reverse bias. Using a push-pull configuration it operates at a data rate of 25 Gbit/s OOK with an extinction ratio of 6.25 dB. We also proposed a mathematically-analysed streamlined IMDD PAM-4 scheme and successfully demonstrated a 25 Gbit/s datarate PAM-4 with the same 2 mm modulator. A Michelson interferometer carrier-depletion modulator with 0.5 mm phase shift length has also been shown with modulation efficiency (V π ·L π ) of 1.36 V·cm at 4 V reverse bias and data rate of 20 Gbit/s OOK. The Michelson interferometer modulator performs similarly to a Mach-Zehnder modulator with twice the phase shifter length.,False,0,,True,0
EP/N034872/1,"Fragmented monopole crystal, dimer entropy, and Coulomb interactions in Dy 2 Ir 2 O 7",Cathelin V,2020,fragmented monopole crystal dimer entropy and coulomb interactions in dy 2 ir 2 o 7,,,no_match,0,,,,,,,,,,,,not_found,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP/I032517/1,Correlation-Driven Transient Hole Dynamics Resolved in Space and Time in the Isopropanol Molecule,T. Barillot; Oliver Alexander; Bridgette Cooper; Taran Driver; Douglas Garratt; Siqi Li; André Al Haddad; Álvaro Sánchez‐González; Marcus Agåker; Christopher Arrell; Michael J. Bearpark; N. Berrah; Christoph Bostedt; John D. Bozek; Christian Brahms; P. H. Bucksbaum; Andrew P. Clark; Gilles Doumy; R. Feifel; L. J. Frasinski; Sebastian Jarosch; Allan S. Johnson; Ludvig Kjellsson; Přemysl Kolorenč; Yoshiaki Kumagai; Esben W. Larsen; Paloma Matía-Hernando; Michael A. Robb; Jan‐Erik Rubensson; Marco Ruberti; Conny Såthe; Richard J. Squibb; Alexandra F. Tan; J. W. G. Tisch; Morgane Vacher; Daniel Walke; Thomas Wolf; David Wood; Vitali Zhaunerchyk; Peter Walter; T. Osipov; Agostino Marinelli; T. Maxwell; Ryan Coffee; Alberto Lutman; Vitali Averbukh; Kiyoshi Ueda; James Cryan; J. P. Marangos,2021,correlation driven transient hole dynamics resolved in space and time in the isopropanol molecule,,,matched,100,cleaned_title,Correlation-Driven Transient Hole Dynamics Resolved in Space and Time in the Isopropanol Molecule,https://openalex.org/W3196407430,Correlation-Driven Transient Hole Dynamics Resolved in Space and Time in the Isopropanol Molecule,2021,2021-09-01,https://doi.org/10.1103/physrevx.11.031048,article,en,38,False,openalex,49,Physical Review X,2160-3308,American Physical Society,,,,gold,True,http://link.aps.org/pdf/10.1103/PhysRevX.11.031048,https://doi.org/10.1103/physrevx.11.031048,http://link.aps.org/pdf/10.1103/PhysRevX.11.031048,cc-by,publishedVersion,True,https://openalex.org/F4320334632; https://openalex.org/F4320334627,Science and Technology Facilities Council; Engineering and Physical Sciences Research Council,2,True,"U.S. Department of Energy: DE-AC02-766 76SF00515; U.S. Department of Energy: DE-SC0012376; U.S. Department of Energy: DE-AC02-06CH11357; Ministry of Education, Culture, Sports, Science and Technology; Grantová Agentura České Republiky: 17-10866S; Knut och Alice Wallenbergs Stiftelse; Vetenskapsrådet: 2014-04518; Vetenskapsrådet: 2018-04088; Tohoku University; Office of Science; Engineering and Physical Sciences Research Council: EP/N018680/1; Engineering and Physical Sciences Research Council: EP/I032517/1; Engineering and Physical Sciences Research Council: EP/T006943/1; Engineering and Physical Sciences Research Council: EP/R019509/1; Science and Technology Facilities Council; Basic Energy Sciences; Argonne National Laboratory; H2020 European Research Council: ASTEX (2012-17); SLAC National Accelerator Laboratory",19,True,exact,100,EP/I032517/1,Engineering and Physical Sciences Research Council,Laser-Matter Interactions and Applications; Spectroscopy and Quantum Chemical Studies; Advanced Chemical Physics Studies,"A new experimental technique uses an x-ray free-electron laser to reveal charge dynamics within a molecule following removal of an electron, paving the way for a broader understanding of molecular charge transfer.",False,0,,True,0
EP/K502315/1,A Prototype Antibody-based Biosensor for Measurement of Salivary MMP-8 in Periodontitis using Surface Acoustic Wave Technology.,John J. Taylor; Katrin M. Jaedicke; Rachel C. van de Merwe; Susan M. Bissett; Nichola Landsdowne; Kerry M. Whall; Kimberley Pickering; Vivienne Thornton; V. Lawson; Hiromi Yatsuda; Takashi Kogai; Deepan S. H. Shah; D. Athey; Philip M. Preshaw,2019,a prototype antibody based biosensor for measurement of salivary mmp 8 in periodontitis using surface acoustic wave technology,,,matched,100,cleaned_title,A Prototype Antibody-based Biosensor for Measurement of Salivary MMP-8 in Periodontitis using Surface Acoustic Wave Technology,https://openalex.org/W2965655075,A Prototype Antibody-based Biosensor for Measurement of Salivary MMP-8 in Periodontitis using Surface Acoustic Wave Technology,2019,2019-07-30,https://doi.org/10.1038/s41598-019-47513-w,article,en,29,False,openalex,14,Scientific Reports,2045-2322,Nature Portfolio,,,,gold,True,https://www.nature.com/articles/s41598-019-47513-w.pdf,https://doi.org/10.1038/s41598-019-47513-w,https://www.nature.com/articles/s41598-019-47513-w.pdf,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/K502315/1,1,True,exact,100,EP/K502315/1,Engineering and Physical Sciences Research Council,Oral microbiology and periodontitis research; Salivary Gland Disorders and Functions; Oral Health Pathology and Treatment,"Periodontitis is an economically important disease which is highly prevalent worldwide. Current diagnostic approaches are time-consuming and require interpretation of multiple aspects of clinical and radiographic assessment. Chair-side monitoring of inflammatory mediators of periodontitis could provide immediate information about disease activity, which can inform patient management. We aimed to develop a novel prototype biosensor to measure salivary matrix metalloproteinase-8 (MMP-8) using specific antibodies and surface acoustic wave (SAW) technology. The analytical performance of the prototype biosensor was compared to standard enzyme-linked immunosorbent assay (ELISA) using unstimulated saliva samples obtained from patients with periodontitis before and after non-surgical treatment (N = 58), patients with gingivitis (N = 54) and periodontally healthy volunteers (N = 65). Receiver operator characteristic (ROC) analysis for distinguishing periodontitis from health revealed an almost identical performance between the sensor and ELISA assays (area under curve values (AUC): ELISA 0.93; SAW 0.89). Furthermore, both analytical approaches yielded readouts which distinguished between heath, gingivitis and periodontitis, correlated identically with clinical measures of periodontal disease and recorded similar post-treatment decreases in salivary MMP-8 in periodontitis. The assay time for our prototype device is 20 minutes. The prototype SAW biosensor is a novel and rapid method of monitoring periodontitis which delivers similar analytical performance to conventional laboratory assays.",False,0,,True,0
MR/R015651/1,3D Patterning within Hydrogels for the Recreation of Functional Biological Environments,Gastón A. Primo; Álvaro Mata,2021,3d patterning within hydrogels for the recreation of functional biological environments,,,matched,100,cleaned_title,3D Patterning within Hydrogels for the Recreation of Functional Biological Environments,https://openalex.org/W3133426329,3D Patterning within Hydrogels for the Recreation of Functional Biological Environments,2021,2021-02-11,https://doi.org/10.1002/adfm.202009574,article,en,61,False,openalex,2,Advanced Functional Materials,1616-301X,Wiley,,,,hybrid,True,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202009574,https://doi.org/10.1002/adfm.202009574,https://onlinelibrary.wiley.com/doi/pdfdirect/10.1002/adfm.202009574,cc-by,publishedVersion,True,https://openalex.org/F4320334626,Medical Research Council,1,True,AO Foundation: AOCMF‐17‐19M; Medical Research Council: MR/R015651/1,2,True,exact,100,MR/R015651/1,Medical Research Council,3D Printing in Biomedical Research; Innovative Microfluidic and Catalytic Techniques Innovation; Nanofabrication and Lithography Techniques,"Abstract Biological structures are inherently complex in nature. Structural hierarchy, chemical anisotropy, and compositional heterogeneity are ubiquitous in biological systems and play a key role in the functionality of living systems. For decades, methods such as soft lithography have enabled recreation of such arrangements through precise spatial control of molecular patterns in 2D. With technological advances and increasing understanding of molecular and structural biology, there has been an increasing interest in recreating such spatial organizations in 3D. In this review, a comprehensive summary of the latest technologies being used to create 3D patterns of functional molecules within hydrogels for tissue engineering applications is presented. The review is divided into five groups of technologies defined according to the main driving force used to fabricate the patterns including light, precise chemical design, microfluidics, 3D printing, and non‐contact forces (i.e. electric, magnetic, or acoustic fields and self‐assembly).",False,0,,True,0
EP/V000462/1,RENOWNED: A Real-Time Anomaly Detection and Mitigation Framework in Edge-Enabled IoV,Chandrajit Pal; Sangeet Saha; Xiaojun Zhai; Klaus D. McDonald-Maier,2025,renowned,,,matched,100,raw_title,RENOWNED: A Real-Time Anomaly Detection and Mitigation Framework in Edge-Enabled IoV,https://openalex.org/W4407937691,RENOWNED: A Real-Time Anomaly Detection and Mitigation Framework in Edge-Enabled IoV,2025,2025-01-01,https://doi.org/10.1109/jiot.2025.3545431,article,en,0,False,openalex,4,IEEE Internet of Things Journal,2327-4662,Institute of Electrical and Electronics Engineers,,,,closed,False,,,,,,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/V000462/1; Engineering and Physical Sciences Research Council: EP/X019160/1; Engineering and Physical Sciences Research Council: EP/X015955/1; Engineering and Physical Sciences Research Council: EP/V034111/1,4,True,exact,100,EP/V000462/1,Engineering and Physical Sciences Research Council,Anomaly Detection Techniques and Applications; Network Security and Intrusion Detection; Smart Grid Security and Resilience,,False,0,,True,0
BB/N002628/1,TOPII and chromosome movement help remove interlocks between entangled chromosomes during meiosis.,Marina Martínez-García; Veit Schubert; Kim Osman; Alice Darbyshire; Eugenio Sánchez‐Morán; F. Chris H. Franklin,2018,topii and chromosome movement help remove interlocks between entangled chromosomes during meiosis,,,matched,100,cleaned_title,TOPII and chromosome movement help remove interlocks between entangled chromosomes during meiosis,https://openalex.org/W2894456915,TOPII and chromosome movement help remove interlocks between entangled chromosomes during meiosis,2018,2018-09-28,https://doi.org/10.1083/jcb.201803019,article,en,46,False,openalex,6,The Journal of Cell Biology,0021-9525,Rockefeller University Press,,,,hybrid,True,https://rupress.org/jcb/article-pdf/217/12/4070/1377630/jcb_201803019.pdf,https://doi.org/10.1083/jcb.201803019,https://rupress.org/jcb/article-pdf/217/12/4070/1377630/jcb_201803019.pdf,cc-by,publishedVersion,True,https://openalex.org/F4320334629,Biotechnology and Biological Sciences Research Council,1,True,Seventh Framework Programme: FP7 ITN-606956; Biotechnology and Biological Sciences Research Council: BB/N002628/1; Biotechnology and Biological Sciences Research Council: MIBTP GBGB GAM2526,3,True,exact,100,BB/N002628/1,Biotechnology and Biological Sciences Research Council,DNA Repair Mechanisms; Microtubule and mitosis dynamics; DNA and Nucleic Acid Chemistry,"During the zygotene stage of meiosis, normal progression of chromosome synapsis and homologous recombination frequently lead to the formation of structural interlocks between entangled chromosomes. The persistence of interlocks through to the first meiotic division can jeopardize normal synapsis and occasionally chromosome segregation. However, they are generally removed by pachytene. It has been postulated that interlock removal requires one or more active processes, possibly involving topoisomerase II (TOPII) and/or chromosome movement. However, experimental evidence has been lacking. Analysis of a hypomorphic topII mutant and a meiosis-specific topII RNAi knockdown of Arabidopsis thaliana using immunocytochemistry and structured illumination microscopy (SIM) has now enabled us to demonstrate a role for TOPII in interlock resolution. Furthermore, analysis using a nucleoporin nup136 mutant, which affects chromosome movement, reveals that although TOPII activity is required for the removal of some interlock structures, for others, chromosome movement is also necessary. Thus, our study demonstrates that at least two mechanisms are required to ensure interlock removal.",False,0,,True,0
ST/P000312/1,Gas-phase Synthesis of Silaformaldehyde (H 2 SiO) and Hydroxysilylene (HSiOH) in Outflows of Oxygen-rich Asymptotic Giant Branch Stars,Chao He; Srinivas Doddipatla; Zhenghai Yang; Shane J. Goettl; Ralf I. Kaiser; Valeriy N. Azyazov; Alexander M. Mebel; T. J. Millar,2021,gas phase synthesis of silaformaldehyde h 2 sio and hydroxysilylene hsioh in outflows of oxygen rich asymptotic giant branch stars,,,matched,97,cleaned_title,Gas-phase Synthesis of Silaformaldehyde (H<sub>2</sub>SiO) and Hydroxysilylene (HSiOH) in Outflows of Oxygen-rich Asymptotic Giant Branch Stars,https://openalex.org/W3209652763,Gas-phase Synthesis of Silaformaldehyde (H<sub>2</sub>SiO) and Hydroxysilylene (HSiOH) in Outflows of Oxygen-rich Asymptotic Giant Branch Stars,2021,2021-10-27,https://doi.org/10.3847/2041-8213/ac2c06,article,en,1,False,openalex,8,The Astrophysical Journal Letters,2041-8205,IOP Publishing,,,,bronze,True,https://iopscience.iop.org/article/10.3847/2041-8213/ac2c06/pdf,https://doi.org/10.3847/2041-8213/ac2c06,https://iopscience.iop.org/article/10.3847/2041-8213/ac2c06/pdf,,publishedVersion,True,https://openalex.org/F4320334632,Science and Technology Facilities Council,1,True,Science and Technology Facilities Council: ST/P000312/1,1,True,exact,100,ST/P000312/1,Science and Technology Facilities Council,Astrophysics and Star Formation Studies; Astro and Planetary Science; Advanced Chemical Physics Studies,"Abstract Silicon- and oxygen-containing species such as silicon monoxide (SiO) and silicon dioxide (SiO 2 ) represent basic molecular building blocks connected to the growth of silicate grains in outflows of oxygen-rich asymptotic giant branch (AGB) stars like R Doradus. Yet the fundamental mechanisms of the formation of silicate grains and the early processes that initiate the coupling of the silicon with the oxygen chemistries in circumstellar envelopes have remained obscure. Here, in a crossed molecular beams experiment combined with ab initio electronic structure calculations, we reveal that at least the d 2-silaformaldehyde (D 2 SiO) and d 2-hydroxysilylene (DSiOD) molecules—proxies for the astronomically elusive silaformaldehyde (H 2 SiO) and hydroxysilylene (HSiOH) molecules—can be synthesized via the reaction of the D1-silylidyne radical (SiD; X 2 Π) with D2-water (D 2 O) under single-collision conditions. This system represents a benchmark of a previously overlooked class of reactions, in which the silicon–oxygen bond coupling can be initiated by a reaction between the simplest silicon-bearing radical (silylidyne) and one of the most abundant species in the circumstellar envelopes of evolved oxygen-rich AGB stars (water). As supported by novel astrochemical modeling, considering that silicon- and oxygen-containing species like H 2 SiO and HSiOH might be photolyzed easily, they ultimately connect to simple molecular precursors such as SiO that drive a chain of reactions conceivably forming higher molecular weight silicon oxides and, ultimately, a population of silicates at high temperatures.",False,0,,True,0
EP/S031863/1,"Smart local energy systems (SLES): A framework for exploring transition, context, and impacts",Rebecca Ford; Christopher Maidment; Carol Vigurs; Michael Fell; Madeleine R. Morris,2021,smart local energy systems sles,,,matched,100,cleaned_title,"Smart local energy systems (SLES): A framework for exploring transition, context, and impacts",https://openalex.org/W3125957875,"Smart local energy systems (SLES): A framework for exploring transition, context, and impacts",2021,2021-02-06,https://doi.org/10.1016/j.techfore.2021.120612,article,en,81,False,openalex,5,Technological Forecasting and Social Change,0040-1625,Elsevier BV,,,,green,True,https://strathprints.strath.ac.uk/75354/1/Ford_etal_TFSC_2021_Smart_local_energy_systems_framework_exploring_transition.pdf,https://strathprints.strath.ac.uk/75354/1/Ford_etal_TFSC_2021_Smart_local_energy_systems_framework_exploring_transition.pdf,https://strathprints.strath.ac.uk/75354/1/Ford_etal_TFSC_2021_Smart_local_energy_systems_framework_exploring_transition.pdf,,acceptedVersion,True,https://openalex.org/F4320314731; https://openalex.org/F4320334627,UK Research and Innovation; Engineering and Physical Sciences Research Council,2,True,UK Research and Innovation: EP/S031863/1; Engineering and Physical Sciences Research Council,2,True,exact,100,EP/S031863/1,UK Research and Innovation,Smart Grid Energy Management; Integrated Energy Systems Optimization; Sustainability and Climate Change Governance,,False,0,,True,0
EP/V026690/1,Ultrafast dynamics of fluorene initiated by highly intense laser fields.,Diksha Garg; Pragya Chopra; Jason W. L. Lee; Denis S. Tikhonov; Sonu Kumar; Oender Akcaalan; Felix Allum; Rebecca Boll; Alexander A. Butler; Benjamin Erk; Eva Gougoula; Sébastien P. Gruet; Lanhai He; David Heathcote; Ellen Jones; Mehdi M. Kazemi; Jan Lahl; Alexander K. Lemmens; Zhihao Liu; Donatella Loru; Sylvain Maclot; Robert Mason; James Merrick; Erland Müller; Terry Mullins; Christina C. Papadopoulou; Christopher Passow; Jasper Peschel; Marius Plach; Daniel Ramm; Patrick A. Robertson; Dimitrios Rompotis; Alcides Simão; Amanda L. Steber; Ayhan Tajalli; A. Atia-Tul-Noor; Nidin Vadassery; Ivo S. Vinklárek; Simone Techert; Jochen Küpper; Anouk M. Rijs; Daniel Rolles; M. Brouard; Sadia Bari; P. Johnsson; Claire Vallance; Michael Burt; Bastian Manschwetus; Melanie Schnell,2024,ultrafast dynamics of fluorene initiated by highly intense laser fields,,,matched,100,cleaned_title,Ultrafast dynamics of fluorene initiated by highly intense laser fields,https://openalex.org/W4399856804,Ultrafast dynamics of fluorene initiated by highly intense laser fields,2024,2024-01-01,https://doi.org/10.1039/d3cp05063g,article,en,1,False,openalex,49,Physical Chemistry Chemical Physics,1463-9076,Royal Society of Chemistry,,,,closed,False,,,,,,True,https://openalex.org/F4320306076; https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council; National Science Foundation,2,True,"National Science Foundation: PHYS-1753324; Deutsche Forschungsgemeinschaft: ID 390715994; Deutsche Forschungsgemeinschaft: EXC-2033, project no. 390677874; Deutsche Forschungsgemeinschaft: EXC 2056; Deutsche Forschungsgemeinschaft: AIM; Bundesministerium für Bildung und Forschung: 05K13KT2; Bundesministerium für Bildung und Forschung: FSP-302; Bundesministerium für Bildung und Forschung: 05K10KTB; Bundesministerium für Bildung und Forschung: 05K16KT3; Bundesministerium für Bildung und Forschung: 05K10KT2; Knut och Alice Wallenbergs Stiftelse: 2020-0111; Max-Planck-Gesellschaft; Vetenskapsrådet: 2017-04106; Engineering and Physical Sciences Research Council: EP/S028617; Engineering and Physical Sciences Research Council: EP/V026690/1; Engineering and Physical Sciences Research Council: EP/T021675/1; European Research Council: grant number 638027; European Research Council: ASTROROT; H2020 European Research Council: CALIPSOplus under grant agreement 730872",19,True,exact,100,EP/V026690/1,Engineering and Physical Sciences Research Council,Laser-Matter Interactions and Applications; Mass Spectrometry Techniques and Applications; Advanced Chemical Physics Studies,We present an investigation of the ultrafast dynamics of the polycyclic aromatic hydrocarbon fluorene initiated by an intense femtosecond near-infrared laser pulse (810 nm) and probed by a weak visible pulse (405 nm).,False,0,,True,0
EP/J000345/2,Investigation of performance and emission characteristics of a biogas fuelled electric generator integrated with solar concentrated photovoltaic system,K.S. Reddy; S. Aravindhan; Tapas K. Mallick,2016,investigation of performance and emission characteristics of a biogas fuelled electric generator integrated with solar concentrated photovoltaic system,,,matched,100,cleaned_title,Investigation of performance and emission characteristics of a biogas fuelled electric generator integrated with solar concentrated photovoltaic system,https://openalex.org/W2286441609,Investigation of performance and emission characteristics of a biogas fuelled electric generator integrated with solar concentrated photovoltaic system,2016,2016-02-17,https://doi.org/10.1016/j.renene.2016.02.008,article,en,57,False,openalex,3,Renewable Energy,0960-1481,Elsevier BV,,,,hybrid,True,https://doi.org/10.1016/j.renene.2016.02.008,https://doi.org/10.1016/j.renene.2016.02.008,,cc-by,publishedVersion,True,https://openalex.org/F4320334627,Engineering and Physical Sciences Research Council,1,True,Engineering and Physical Sciences Research Council: EP/J000345/2,1,True,exact,100,EP/J000345/2,Engineering and Physical Sciences Research Council,Hybrid Renewable Energy Systems; Energy and Environment Impacts; Electric Vehicles and Infrastructure,"Integration of renewable energy systems with the appropriate technology plays a pivotal role in resolving the problem of sustainable energy supply. This paper is aimed to describe the concept of integration of biomass and solar concentrated photovoltaic (CPV) energy system. The present study focused particularly on the investigation of performance and emission from a 1.4 kVA Spark Ignition, constant speed generator using raw biogas integrated in hybrid energy system. The experiments are conducted at different fuel flow rates under varying electric loading conditions. Comparing with LPG as fuel, the power deterioration is observed to be 32% on raw biogas, due to its low calorific value. The maximum power output and brake thermal efficiency using biogas is witnessed to be 812 W and 19.50% respectively. The exhaust emission analysis of generator using biogas displays considerably reduced carbon monoxide and hydrocarbons whereas there is no significant difference in nitrogen oxides concentration levels while comparing with LPG, ascertaining it to be an eco-friendly fuel. The biogas fuelled electric generator integration with CPV system can attain sustainable rural energy supply.",False,0,,True,0
MR/N00583X/1,Annotation and detection of drug effects in text for pharmacovigilance.,Paul M. Thompson; Sophia Daikou; Kenju Ueno; Riza Batista-Navarro; Jun’ichi Tsujii; Sophia Ananiadou,2018,annotation and detection of drug effects in text for pharmacovigilance,,,matched,100,cleaned_title,Annotation and detection of drug effects in text for pharmacovigilance,https://openalex.org/W2883897757,Annotation and detection of drug effects in text for pharmacovigilance,2018,2018-08-13,https://doi.org/10.1186/s13321-018-0290-y,article,en,28,False,openalex,6,Journal of Cheminformatics,1758-2946,BioMed Central,,,,gold,True,https://jcheminf.biomedcentral.com/track/pdf/10.1186/s13321-018-0290-y,https://doi.org/10.1186/s13321-018-0290-y,https://jcheminf.biomedcentral.com/track/pdf/10.1186/s13321-018-0290-y,cc-by,publishedVersion,True,https://openalex.org/F4320334629; https://openalex.org/F4320334626,Biotechnology and Biological Sciences Research Council; Medical Research Council,2,True,Horizon 2020 Framework Programme: 654021; Medical Research Council: MR/N00583X/1; Biotechnology and Biological Sciences Research Council: BB/M006891/1,3,True,exact,100,MR/N00583X/1,Medical Research Council,Biomedical Text Mining and Ontologies; Pharmacovigilance and Adverse Drug Reactions; Computational Drug Discovery Methods,"Pharmacovigilance (PV) databases record the benefits and risks of different drugs, as a means to ensure their safe and effective use. Creating and maintaining such resources can be complex, since a particular medication may have divergent effects in different individuals, due to specific patient characteristics and/or interactions with other drugs being administered. Textual information from various sources can provide important evidence to curators of PV databases about the usage and effects of drug targets in different medical subjects. However, the efficient identification of relevant evidence can be challenging, due to the increasing volume of textual data. Text mining (TM) techniques can support curators by automatically detecting complex information, such as interactions between drugs, diseases and adverse effects. This semantic information supports the quick identification of documents containing information of interest (e.g., the different types of patients in which a given adverse drug reaction has been observed to occur). TM tools are typically adapted to different domains by applying machine learning methods to corpora that are manually labelled by domain experts using annotation guidelines to ensure consistency. We present a semantically annotated corpus of 597 MEDLINE abstracts, PHAEDRA, encoding rich information on drug effects and their interactions, whose quality is assured through the use of detailed annotation guidelines and the demonstration of high levels of inter-annotator agreement (e.g., 92.6% F-Score for identifying named entities and 78.4% F-Score for identifying complex events, when relaxed matching criteria are applied). To our knowledge, the corpus is unique in the domain of PV, according to the level of detail of its annotations. To illustrate the utility of the corpus, we have trained TM tools based on its rich labels to recognise drug effects in text automatically. The corpus and annotation guidelines are available at: http://www.nactem.ac.uk/PHAEDRA/ .",False,0,,True,0
